nom_empresa,centro_poblado,longitude,latitude,cod_dane,cod_empresa,ano,mes,pnexc,npnexc,remer,stnstr,segciu,fnivel1,castnat,terr,calzesp,tsubest,infra,sumi,exp,total,chrome
EMPRESA DE ENERGIA DEL BAJO PUTUMAYO  S.A.  E.S.P.,LUCITANIA,-77.1000178303,0.472271246433,86320004,2371,2021,4,13.89,4.86,0,12.04,0,0,0,0,0,0,0,0,0,30.78,1
EMPRESA DE ENERGIA DEL PUTUMAYO S.A. ESP,BUENOS AIRES,-76.748824467,0.666185898,86320008,2016,2021,4,0,5.16,0,65.75,0,0,0,0,0,0,0,0,0,70.92,1
EMPRESA DE ENERGIA DEL BAJO PUTUMAYO  S.A.  E.S.P.,SAN VICENTE DE LUZON,-76.8508733579,0.530226219541,86320009,2371,2021,4,6.52,6.82,0,8.62,0,0,0,0,0,0,0,0,0,21.96,1
EMPRESA DE ENERGIA DEL BAJO PUTUMAYO  S.A.  E.S.P.,SIBERIA,-77.042493127,0.531066544,86320010,2371,2021,4,98.17,72.26,0,120.37,0,0,0,0,0,0,0,0,0,290.79,1
EMPRESA DE ENERGIA DEL BAJO PUTUMAYO  S.A.  E.S.P.,SIMON BOLIVAR,-76.7371810655,0.572892618573,86320011,2371,2021,4,29.2,267.83,0,52.36,0,0,0,0,0,0,0,0,0,349.38,1
EMPRESA DE ENERGIA DEL PUTUMAYO S.A. ESP,SIMON BOLIVAR,-76.7371810655,0.572892618573,86320011,2016,2021,4,0,9.9,0,164.42,0,0,0,0,0,0,0,0,0,174.32,1
EMPRESA DE ENERGIA DEL PUTUMAYO S.A. ESP,EL LIBANO,-77.0241399972,0.63555956282,86320014,2016,2021,4,0,9.08,0,98.67,0,0,0,0,0,0,0,0,0,107.75,1
EMPRESA DE ENERGIA DEL PUTUMAYO S.A. ESP,EL PARAISO,-76.7263857647,0.668015733209,86320015,2016,2021,4,0,10.75,0,147.95,0,0,0,0,0,0,0,0,0,158.69,1
EMPRESA DE ENERGIA DEL PUTUMAYO S.A. ESP,EL YARUMO,-76.8245346416,0.647586820068,86320016,2016,2021,4,0,8.21,0,180.83,0,0,0,0,0,0,0,0,0,189.03,1
EMPRESA DE ENERGIA DEL PUTUMAYO S.A. ESP,MONSERRATE,-76.905173037,0.698096622993,86320017,2016,2021,4,0,5.29,0,82.23,0,0,0,0,0,0,0,0,0,87.52,1
EMPRESA DE ENERGIA DEL BAJO PUTUMAYO  S.A.  E.S.P.,PUERTO ASIS,-76.4972710861,0.505047577006,86568000,2371,2021,4,506.66,1250.71,0,3272.05,0,218.38,0,0,0,0,0,0,0,5247.8,1
